customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,sentiment_score,complaint_theme,churn
CUST-01648,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,82.92,3985.52,0.247,speed_issues,1
CUST-01649,Male,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,85.19,3881.99,0.431,speed_issues,0
CUST-01650,Female,0,Yes,No,47,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.1,1848.4,-0.327,none,1
CUST-01651,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.12,2134.7,0.125,speed_issues,1
CUST-01652,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),62.87,1152.58,0.152,none,1
CUST-01653,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,32.12,1256.26,0.206,service_outage,1
CUST-01654,Male,0,No,No,5,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,99.29,497.33,0.234,speed_issues,1
CUST-01655,Female,0,No,No,62,No,No phone service,No,No internet service,No internet service,One year,Yes,Electronic check,26.39,1666.13,-0.648,none,0
CUST-01656,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,93.21,3199.88,0.145,none,0
CUST-01657,Female,0,Yes,No,71,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,22.26,1606.7,0.798,service_outage,1
CUST-01658,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,One year,No,Bank transfer (automatic),98.7,5925.32,0.09,competitor_offer,0
CUST-01659,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.72,339.46,-0.169,competitor_offer,1
CUST-01660,Female,0,No,No,36,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,50.24,1826.59,-0.038,contract_confusion,0
CUST-01661,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,58.55,620.74,0.677,contract_confusion,1
CUST-01662,Male,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,85.36,3349.98,-0.809,none,1
CUST-01663,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,36.56,2368.49,0.455,billing_dispute,1
CUST-01664,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.03,763.53,0.35,none,1
CUST-01665,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,66.29,699.2,-0.122,competitor_offer,0
CUST-01666,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.01,6583.04,1.0,billing_dispute,1
CUST-01667,Female,0,Yes,No,57,No,No phone service,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),68.67,3963.62,0.58,none,0
CUST-01668,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,63.23,3003.88,0.274,contract_confusion,1
CUST-01669,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Two year,Yes,Mailed check,64.96,786.96,0.669,billing_dispute,1
CUST-01670,Female,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.31,3240.16,0.442,none,0
CUST-01671,Female,0,No,No,48,No,No phone service,DSL,No,No,One year,No,Electronic check,91.28,4420.77,0.354,contract_confusion,0
CUST-01672,Male,1,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.62,6812.35,0.28,service_outage,0
CUST-01673,Female,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,103.44,634.18,-0.01,contract_confusion,0
CUST-01674,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),30.11,770.57,0.619,competitor_offer,0
CUST-01675,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.14,2071.97,0.157,none,0
CUST-01676,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,38.0,1918.99,0.665,competitor_offer,0
CUST-01677,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,19.22,889.33,0.655,service_outage,0
CUST-01678,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),45.55,201.44,0.585,service_outage,1
CUST-01679,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.29,570.34,0.033,contract_confusion,1
CUST-01680,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,98.98,4090.43,-0.14,competitor_offer,1
CUST-01681,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,No,Two year,No,Mailed check,92.24,372.08,0.185,contract_confusion,0
CUST-01682,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,26.47,613.13,0.202,none,1
CUST-01683,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),50.6,3098.3,0.046,contract_confusion,0
CUST-01684,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,43.13,8.96,0.609,none,1
CUST-01685,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card (automatic),77.55,4127.5,0.568,service_outage,0
CUST-01686,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,72.15,5154.7,0.505,contract_confusion,1
CUST-01687,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),85.89,200.69,0.775,none,0
CUST-01688,Male,1,Yes,No,63,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,109.07,6905.43,0.295,contract_confusion,1
CUST-01689,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),60.11,3051.45,-0.229,none,0
CUST-01690,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,83.59,93.76,0.759,service_outage,0
CUST-01691,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,109.84,5292.99,0.393,none,1
CUST-01692,Female,0,No,No,30,Yes,Yes,DSL,Yes,Yes,One year,Yes,Credit card (automatic),72.17,2178.39,0.649,service_outage,0
CUST-01693,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,48.83,126.98,0.386,speed_issues,0
CUST-01694,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,58.29,1996.03,-0.031,contract_confusion,0
CUST-01695,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Electronic check,93.46,3299.0,-0.274,none,0
CUST-01696,Female,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),90.0,5711.16,0.588,none,0
CUST-01697,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,92.84,2905.59,0.044,none,1
CUST-01698,Male,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,92.33,1611.52,0.622,speed_issues,0
CUST-01699,Male,0,Yes,No,33,Yes,No,DSL,No,Yes,Two year,No,Mailed check,110.05,3662.22,-0.597,none,0
CUST-01700,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,94.4,5235.51,0.468,none,0
CUST-01701,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,103.54,6880.16,0.434,service_outage,1
CUST-01702,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,75.37,3944.63,0.847,none,0
CUST-01703,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,82.42,5479.25,0.041,none,0
CUST-01704,Male,1,Yes,No,65,Yes,Yes,DSL,No,No,Two year,No,Electronic check,114.77,7483.49,0.19,competitor_offer,1
CUST-01705,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,105.03,6652.15,0.838,speed_issues,1
CUST-01706,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,95.74,6320.72,0.759,none,1
CUST-01707,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,86.55,3337.25,-0.013,billing_dispute,0
CUST-01708,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.85,2037.17,-0.205,billing_dispute,0
CUST-01709,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,One year,No,Bank transfer (automatic),72.81,2884.25,0.253,none,0
CUST-01710,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,23.51,437.24,0.612,speed_issues,0
CUST-01711,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.62,252.64,0.481,none,0
CUST-01712,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),29.19,2005.05,0.158,billing_dispute,0
CUST-01713,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.86,1225.19,1.0,competitor_offer,1
CUST-01714,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,107.23,5189.97,0.086,contract_confusion,1
CUST-01715,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,35.41,2245.3,0.372,competitor_offer,1
CUST-01716,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,Two year,No,Mailed check,42.57,2411.01,-0.258,billing_dispute,0
CUST-01717,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,103.7,3549.56,-0.061,none,1
CUST-01718,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.58,338.85,0.215,none,0
CUST-01719,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Two year,No,Credit card (automatic),76.83,2930.23,0.422,contract_confusion,0
CUST-01720,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,74.29,1712.92,-0.66,billing_dispute,1
CUST-01721,Female,0,Yes,Yes,39,No,No phone service,No,No internet service,No internet service,One year,No,Mailed check,39.83,1554.73,-0.108,speed_issues,0
CUST-01722,Male,1,Yes,No,49,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,42.33,2093.24,-0.666,competitor_offer,1
CUST-01723,Male,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,112.96,6486.05,-0.456,contract_confusion,1
CUST-01724,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),90.35,34.24,0.821,service_outage,0
CUST-01725,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,27.04,1173.14,-0.061,none,0
CUST-01726,Female,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,40.29,1578.28,1.0,competitor_offer,0
CUST-01727,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.71,747.49,-0.3,none,0
CUST-01728,Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.35,70.07,0.531,service_outage,0
CUST-01729,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,43.17,2694.52,0.303,speed_issues,0
CUST-01730,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Mailed check,38.23,582.52,0.222,none,0
CUST-01731,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,36.57,1354.84,-0.354,none,1
CUST-01732,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,79.33,1235.28,0.046,billing_dispute,1
CUST-01733,Male,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,108.58,2863.77,0.203,none,0
CUST-01734,Female,1,No,Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,54.11,3357.21,0.07,speed_issues,0
CUST-01735,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,30.15,1914.41,0.379,none,0
CUST-01736,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),30.43,972.93,0.011,service_outage,1
CUST-01737,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),111.37,907.32,0.013,contract_confusion,0
CUST-01738,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),70.87,716.21,0.2,none,1
CUST-01739,Male,1,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.63,4486.39,0.58,speed_issues,0
CUST-01740,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,107.07,3131.1,1.0,billing_dispute,1
CUST-01741,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,68.71,997.43,-0.083,contract_confusion,1
CUST-01742,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.06,3881.47,-0.694,none,1
CUST-01743,Female,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Mailed check,110.67,5233.9,0.531,contract_confusion,0
CUST-01744,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,One year,No,Mailed check,65.45,3877.39,0.727,billing_dispute,1
CUST-01745,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,57.1,3873.52,-0.29,contract_confusion,0
CUST-01746,Female,0,No,Yes,56,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),76.17,4294.09,0.72,none,0
CUST-01747,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Two year,No,Credit card (automatic),115.72,7322.65,0.45,none,0
CUST-01748,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,114.38,6080.02,-0.27,none,1
CUST-01749,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Credit card (automatic),95.56,5087.27,-0.861,none,0
CUST-01750,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,67.93,3960.87,-0.072,competitor_offer,0
CUST-01751,Female,0,No,No,38,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,106.15,4080.51,0.638,contract_confusion,0
CUST-01752,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,59.94,879.64,-0.014,none,0
CUST-01753,Female,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,Two year,No,Mailed check,82.01,2218.81,0.236,service_outage,0
CUST-01754,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),35.94,1273.59,-0.475,competitor_offer,0
CUST-01755,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,84.13,4461.67,0.537,speed_issues,1
CUST-01756,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.61,755.6,0.061,none,1
CUST-01757,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,95.18,2012.75,0.589,contract_confusion,0
CUST-01758,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,59.4,2082.67,-0.253,billing_dispute,1
CUST-01759,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.84,1658.12,-0.493,competitor_offer,1
CUST-01760,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),92.66,5008.2,0.558,contract_confusion,0
CUST-01761,Female,0,No,No,41,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.53,2495.31,0.51,service_outage,0
CUST-01762,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,89.4,2809.98,-0.05,none,0
CUST-01763,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.51,1371.21,1.0,none,0
CUST-01764,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),31.69,579.59,0.292,contract_confusion,1
CUST-01765,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,65.9,2459.02,0.16,contract_confusion,0
CUST-01766,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.49,3752.91,0.383,competitor_offer,1
CUST-01767,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,99.22,4392.59,0.398,none,1
CUST-01768,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),115.36,3580.56,0.648,none,0
CUST-01769,Male,1,Yes,Yes,66,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.03,6889.55,-0.04,service_outage,0
CUST-01770,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.02,3066.92,0.25,none,0
CUST-01771,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.92,1970.29,0.15,none,1
CUST-01772,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),39.05,1686.49,0.276,none,0
CUST-01773,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,39.69,842.67,0.856,contract_confusion,1
CUST-01774,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),25.57,1743.49,0.13,none,0
CUST-01775,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,108.68,3080.64,0.13,none,0
CUST-01776,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.25,2706.25,0.203,competitor_offer,1
CUST-01777,Female,1,Yes,No,44,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,28.13,1263.99,0.152,billing_dispute,1
CUST-01778,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,94.26,859.04,0.129,contract_confusion,0
CUST-01779,Female,0,No,No,44,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),50.56,2265.52,0.352,speed_issues,0
CUST-01780,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,25.1,446.85,0.232,billing_dispute,0
CUST-01781,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),36.98,42.3,0.289,contract_confusion,1
CUST-01782,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,83.75,1351.49,0.447,none,1
CUST-01783,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.4,3647.37,0.551,billing_dispute,1
CUST-01784,Female,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,43.37,1585.54,0.6,speed_issues,0
CUST-01785,Male,1,No,No,62,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),75.71,4702.48,0.587,billing_dispute,0
CUST-01786,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,One year,No,Electronic check,18.09,104.62,0.431,contract_confusion,0
CUST-01787,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Two year,No,Credit card (automatic),45.84,1123.07,-0.261,none,0
CUST-01788,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,36.16,807.76,-0.065,speed_issues,1
CUST-01789,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,25.65,1601.44,0.033,none,0
CUST-01790,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,66.39,2275.37,0.144,none,1
CUST-01791,Male,1,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),81.1,4387.71,-0.076,none,0
CUST-01792,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),22.64,432.65,-0.124,none,0
CUST-01793,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,31.79,140.86,-0.35,none,1
CUST-01794,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),111.23,4267.73,0.061,service_outage,1
CUST-01795,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),40.31,2512.58,0.24,none,1
CUST-01796,Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,94.0,2948.82,0.092,competitor_offer,1
CUST-01797,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,92.77,5778.04,0.075,none,1
CUST-01798,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,50.16,1982.23,0.289,competitor_offer,0
CUST-01799,Male,0,No,No,16,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,38.41,653.64,0.427,contract_confusion,0
CUST-01800,Male,1,No,Yes,31,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,42.4,1345.29,0.29,none,0
CUST-01801,Male,0,Yes,No,22,Yes,No,DSL,No,No,Month-to-month,No,Credit card (automatic),74.59,1648.97,0.345,competitor_offer,0
CUST-01802,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,One year,No,Electronic check,56.12,3322.12,0.491,competitor_offer,1
CUST-01803,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.56,3742.99,-0.003,contract_confusion,0
CUST-01804,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.16,835.55,0.642,contract_confusion,0
CUST-01805,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.23,4647.26,-0.005,billing_dispute,0
CUST-01806,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,117.52,7174.06,0.061,competitor_offer,0
CUST-01807,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Two year,No,Mailed check,84.58,5354.42,-0.703,none,1
CUST-01808,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),38.72,822.55,-0.014,billing_dispute,1
CUST-01809,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,67.95,2156.16,-0.329,competitor_offer,1
CUST-01810,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),99.34,4569.86,0.668,none,0
CUST-01811,Female,0,Yes,No,1,Yes,No,DSL,No,No,Two year,Yes,Mailed check,39.83,62.27,0.543,competitor_offer,0
CUST-01812,Male,1,No,No,51,Yes,Yes,DSL,No,Yes,Two year,Yes,Mailed check,90.94,4646.07,-0.044,service_outage,0
CUST-01813,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.34,311.47,0.02,competitor_offer,0
CUST-01814,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.26,4072.87,-0.388,none,0
CUST-01815,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),84.34,2233.19,-0.136,contract_confusion,0
CUST-01816,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),34.26,816.15,0.408,none,0
CUST-01817,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.43,6651.56,0.69,competitor_offer,1
CUST-01818,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,26.18,1809.09,0.154,speed_issues,0
CUST-01819,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,58.59,1500.86,0.228,none,1
CUST-01820,Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),91.69,4881.57,0.239,service_outage,0
CUST-01821,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),111.74,1575.47,-0.013,billing_dispute,0
CUST-01822,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,52.88,1493.23,0.303,competitor_offer,1
CUST-01823,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,101.05,2735.8,0.079,competitor_offer,0
CUST-01824,Female,1,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.68,2199.62,0.447,billing_dispute,0
CUST-01825,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),21.51,469.8,0.174,service_outage,0
CUST-01826,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.88,218.95,-0.392,billing_dispute,0
CUST-01827,Female,0,No,No,3,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,83.82,300.83,0.394,competitor_offer,1
CUST-01828,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),33.42,2064.83,0.249,billing_dispute,0
CUST-01829,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),23.03,95.16,0.011,billing_dispute,1
CUST-01830,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,115.67,587.92,0.181,none,1
CUST-01831,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,42.2,3025.52,-0.179,competitor_offer,1
CUST-01832,Male,1,Yes,No,15,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,64.26,994.32,-0.229,service_outage,1
