customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,sentiment_score,complaint_theme,churn,tenure_group,revenue_risk,service_count,sentiment_tier,high_risk_complaint,manual_risk_score,gender_enc,partner_enc,dependents_enc,phone_service_enc,paperless_billing_enc,online_security_enc,tech_support_enc,contract_enc,internet_service_enc,payment_method_enc,complaint_severity,sentiment_tier_enc,churn_probability,churn_risk_label
CUST-00374,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.21,954.74,-0.17,none,0,49-72m,0.35,1,neutral,0,1.5,0,0,0,1,0,0,0,0,0,3,0,1,0.1526,Low
CUST-00375,Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,No,One year,No,Credit card (automatic),34.55,602.03,0.125,competitor_offer,1,13-24m,2.032,3,neutral,1,1.4,1,0,0,1,0,1,0,1,2,3,3,1,0.8164,High
CUST-00376,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,62.79,4034.23,0.243,billing_dispute,0,49-72m,0.966,4,neutral,1,3.4,0,0,0,1,1,1,0,0,2,0,2,1,0.5692,Medium
CUST-00377,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),71.51,1478.42,-0.14,service_outage,0,13-24m,3.405,2,neutral,1,2.3,0,0,1,1,0,0,0,0,1,3,2,1,0.761,High
CUST-00378,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,No,One year,No,Mailed check,33.29,1786.12,0.364,billing_dispute,0,49-72m,0.616,2,positive,1,0.8,1,1,1,1,0,0,0,1,1,1,2,2,0.3398,Medium
CUST-00379,Female,0,No,No,48,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,92.52,4482.69,0.132,none,0,25-48m,1.888,0,neutral,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0.3713,Medium
CUST-00380,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),36.9,801.4,-0.342,none,0,13-24m,1.677,2,negative,0,3.1,1,1,0,1,0,0,0,0,2,3,0,0,0.6998,High
CUST-00381,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,29.58,2021.7,0.363,service_outage,0,49-72m,0.429,3,positive,1,1.3,0,1,0,1,1,0,1,1,1,0,2,2,0.2887,Low
CUST-00382,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),51.34,3278.42,0.409,speed_issues,0,49-72m,0.802,2,positive,0,0.6,0,0,0,1,0,0,0,2,2,3,1,2,0.1613,Low
CUST-00383,Female,0,No,No,35,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Electronic check,73.14,2563.5,-0.621,none,0,25-48m,2.032,2,negative,0,3.0,0,0,0,0,1,0,1,0,1,0,0,0,0.7444,High
CUST-00384,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),116.89,2371.94,0.194,contract_confusion,1,13-24m,5.566,2,neutral,0,2.1,1,1,1,1,0,1,0,0,2,2,1,1,0.8344,High
CUST-00385,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,59.87,3334.39,0.03,none,0,49-72m,1.069,3,neutral,0,0.5,1,1,0,1,1,0,1,1,1,0,0,1,0.2725,Low
CUST-00386,Female,0,No,No,47,No,No phone service,DSL,No,No,Month-to-month,Yes,Electronic check,60.6,2889.8,0.311,billing_dispute,1,25-48m,1.262,1,neutral,1,2.8,0,0,0,0,1,0,0,0,1,0,2,1,0.8246,High
CUST-00387,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,23.93,439.57,0.733,contract_confusion,1,13-24m,1.329,3,positive,0,2.6,1,1,1,1,0,0,1,0,2,0,1,2,0.9299,High
CUST-00388,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,94.58,1336.67,0.666,billing_dispute,0,13-24m,6.305,2,positive,1,0.8,1,1,0,1,0,0,0,2,0,1,2,2,0.0995,Low
CUST-00389,Male,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,36.18,1582.32,0.612,contract_confusion,0,25-48m,0.822,5,positive,0,0.6,1,1,0,1,1,1,1,2,2,1,1,2,0.0994,Low
CUST-00390,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,92.48,4100.6,0.259,none,0,25-48m,2.055,3,neutral,0,1.1,1,1,0,1,0,1,0,1,2,0,0,1,0.5342,Medium
CUST-00391,Male,0,No,No,35,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,109.06,3861.58,0.095,service_outage,0,25-48m,3.029,2,neutral,1,2.8,1,0,0,1,0,1,0,0,1,0,2,1,0.6789,High
CUST-00392,Male,0,No,No,39,No,No phone service,Fiber optic,Yes,No,One year,No,Mailed check,94.82,3705.96,-0.621,none,0,25-48m,2.37,1,negative,0,1.6,1,0,0,0,0,1,0,1,2,1,0,0,0.6977,High
CUST-00393,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),82.25,4135.75,0.522,competitor_offer,0,49-72m,1.613,2,positive,1,2.3,0,1,1,1,1,0,0,0,0,3,3,2,0.6265,High
CUST-00394,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),78.39,2289.97,0.585,competitor_offer,1,25-48m,2.613,3,positive,1,2.9,0,1,1,1,0,1,0,0,2,3,3,2,0.853,High
CUST-00395,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,63.36,1605.39,-0.468,service_outage,0,25-48m,2.437,3,negative,1,3.3,1,1,1,1,1,0,0,0,1,1,2,0,0.9172,High
CUST-00396,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,32.45,982.65,0.383,service_outage,0,25-48m,1.047,1,positive,1,2.3,0,0,0,1,0,0,0,0,0,1,2,2,0.3925,Medium
CUST-00397,Female,1,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),95.88,5284.27,0.611,speed_issues,1,49-72m,1.712,3,positive,0,2.1,0,0,1,1,0,1,1,0,2,3,1,2,0.4352,Medium
CUST-00398,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.73,3982.29,-0.15,none,0,49-72m,1.078,5,neutral,0,1.5,0,1,0,1,1,1,1,0,1,3,0,1,0.29,Low
CUST-00399,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,80.56,1312.88,0.518,none,1,13-24m,4.739,2,positive,0,2.6,0,1,1,1,0,0,0,0,2,0,0,2,0.8979,High
CUST-00400,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,55.4,1299.91,-0.263,billing_dispute,0,13-24m,2.308,4,neutral,1,0.8,1,1,0,1,1,1,1,1,1,1,2,1,0.2512,Low
CUST-00401,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),38.07,159.08,0.015,contract_confusion,1,0-12m,9.518,5,neutral,0,1.2,0,0,1,1,1,1,1,2,1,3,1,1,0.3748,Medium
CUST-00402,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.65,801.2,-0.268,service_outage,0,0-12m,10.961,2,neutral,1,3.5,0,1,0,1,0,0,0,0,0,3,2,1,0.4673,Medium
CUST-00403,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),52.24,68.7,0.525,contract_confusion,0,0-12m,26.12,4,positive,0,1.8,1,1,1,1,1,0,1,1,2,2,1,2,0.3447,Medium
CUST-00404,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,104.67,3574.21,0.523,billing_dispute,1,25-48m,2.991,2,positive,1,2.9,1,1,0,1,0,0,0,0,2,1,2,2,0.8937,High
CUST-00405,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,114.57,4272.05,-0.013,contract_confusion,0,25-48m,3.015,2,neutral,0,0.0,0,1,0,1,0,0,0,2,0,1,1,1,0.1076,Low
CUST-00406,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),101.0,4472.12,-0.299,none,1,25-48m,2.244,2,neutral,0,2.1,0,1,0,1,0,0,0,0,2,3,0,1,0.8517,High
CUST-00407,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,30.81,454.92,1.0,none,1,13-24m,2.054,2,positive,0,1.1,0,0,1,1,0,0,1,1,2,0,0,2,0.7876,High
CUST-00408,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,103.5,4276.9,0.23,competitor_offer,0,25-48m,2.464,3,neutral,1,0.8,0,0,1,1,1,0,0,2,0,1,3,1,0.5239,Medium
CUST-00409,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,69.94,164.08,0.179,speed_issues,0,0-12m,23.313,3,neutral,0,1.8,0,0,0,1,1,0,1,2,2,1,1,1,0.3675,Medium
CUST-00410,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Two year,No,Credit card (automatic),42.14,1305.0,-0.116,billing_dispute,1,25-48m,1.359,3,neutral,1,0.8,0,1,0,1,0,1,0,2,1,3,2,1,0.2949,Low
CUST-00411,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.32,1413.83,-0.19,billing_dispute,0,49-72m,0.525,2,neutral,1,2.3,1,0,0,1,1,0,0,0,0,1,2,1,0.4299,Medium
CUST-00412,Female,1,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,45.85,1878.53,0.414,speed_issues,0,25-48m,1.118,5,positive,0,1.5,0,1,0,1,1,1,1,0,1,1,1,2,0.488,Medium
CUST-00413,Female,0,No,No,56,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,31.74,1783.42,0.341,none,1,49-72m,0.557,2,positive,0,2.0,0,0,0,1,1,0,0,0,1,0,0,2,0.7992,High
CUST-00414,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card (automatic),20.56,847.66,-0.007,none,0,25-48m,0.49,2,neutral,0,0.6,1,0,0,1,0,1,0,2,2,3,0,1,0.1688,Low
CUST-00415,Male,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.78,6105.35,0.534,billing_dispute,0,49-72m,2.203,3,positive,1,2.3,1,1,0,1,1,0,0,0,0,2,2,2,0.5232,Medium
CUST-00416,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.15,5582.74,0.115,speed_issues,0,49-72m,1.806,1,neutral,0,1.5,1,1,0,1,0,0,0,0,0,3,1,1,0.2991,Low
CUST-00417,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,One year,No,Electronic check,91.89,6546.98,0.455,none,0,49-72m,1.276,1,positive,0,1.1,1,1,1,1,0,0,0,1,2,0,0,2,0.4471,Medium
CUST-00418,Female,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,37.3,1974.4,0.357,none,0,49-72m,0.704,5,positive,0,1.5,0,0,0,1,1,1,1,0,1,1,0,2,0.3739,Medium
CUST-00419,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No,Month-to-month,No,Electronic check,20.77,654.6,0.138,service_outage,1,25-48m,0.649,0,neutral,1,3.4,0,1,1,0,0,0,0,0,2,0,2,1,0.9219,High
CUST-00420,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.52,3527.76,0.5,none,1,49-72m,1.232,4,positive,0,2.1,0,0,0,1,1,1,1,0,2,2,0,2,0.6873,High
CUST-00421,Female,0,No,No,36,Yes,Yes,DSL,Yes,Yes,One year,No,Electronic check,92.17,3340.06,0.64,none,0,25-48m,2.491,4,positive,0,0.5,0,0,0,1,0,1,1,1,1,0,0,2,0.1952,Low
CUST-00422,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),114.28,844.7,0.607,none,1,0-12m,14.285,1,positive,0,3.3,0,0,0,1,0,0,0,0,2,2,0,2,0.93,High
CUST-00423,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,102.39,1046.44,-0.383,service_outage,1,0-12m,9.308,5,negative,1,5.6,0,1,0,1,1,1,1,0,2,0,2,0,0.9419,High
CUST-00424,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,107.35,5718.15,0.638,none,0,49-72m,1.988,2,positive,0,0.6,1,1,0,1,1,0,0,2,2,1,0,2,0.1189,Low
CUST-00425,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,41.87,2480.75,0.399,contract_confusion,0,49-72m,0.698,3,positive,0,1.1,0,1,0,1,1,1,0,1,2,0,1,2,0.301,Medium
CUST-00426,Male,0,No,No,9,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,33.53,324.97,0.446,competitor_offer,1,0-12m,3.353,1,positive,1,3.5,1,0,0,1,0,0,0,0,1,1,3,2,0.9506,High
CUST-00427,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer (automatic),42.78,2975.85,-0.644,competitor_offer,1,49-72m,0.611,3,negative,1,2.4,1,0,1,1,0,1,1,1,2,2,3,0,0.8906,High
CUST-00428,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,One year,Yes,Mailed check,31.86,1318.02,-0.385,none,1,25-48m,0.759,5,negative,0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0.5993,Medium
CUST-00429,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,97.85,3530.79,0.102,billing_dispute,1,25-48m,2.645,3,neutral,1,1.9,1,0,0,1,1,0,1,1,2,0,2,1,0.7715,High
CUST-00430,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,108.3,6190.61,-0.522,none,0,49-72m,1.867,2,negative,0,3.6,0,0,1,1,0,0,0,0,2,0,0,0,0.9548,High
CUST-00431,Male,1,No,No,58,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),48.73,2828.28,0.887,billing_dispute,1,49-72m,0.826,3,positive,1,2.3,1,0,0,1,0,1,0,0,1,2,2,2,0.845,High
CUST-00432,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),105.69,2439.19,-0.142,contract_confusion,0,13-24m,4.404,3,neutral,0,1.5,0,1,0,1,1,1,0,0,1,3,1,1,0.6601,High
CUST-00433,Male,0,No,No,27,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),23.5,671.07,-0.272,competitor_offer,0,25-48m,0.839,1,neutral,1,2.3,1,0,0,1,0,0,0,0,1,2,3,1,0.5586,Medium
CUST-00434,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.74,3119.1,0.038,service_outage,0,25-48m,2.317,3,neutral,1,2.9,0,0,0,0,1,1,1,0,2,3,2,1,0.6142,High
CUST-00435,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),70.75,1430.64,0.112,service_outage,0,13-24m,3.369,4,neutral,1,0.8,0,1,0,1,1,1,1,2,1,3,2,1,0.1795,Low
CUST-00436,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,45.67,1489.0,0.303,none,0,25-48m,1.384,5,neutral,0,1.5,0,1,0,1,1,1,1,0,1,1,0,1,0.4707,Medium
CUST-00437,Female,1,Yes,No,1,Yes,No,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),94.82,136.29,-0.708,none,1,0-12m,47.41,4,negative,0,2.2,0,1,0,1,1,1,1,1,1,2,0,0,0.8213,High
CUST-00438,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,39.2,1100.36,-0.33,speed_issues,1,25-48m,1.4,3,negative,0,1.6,0,1,1,0,1,1,1,2,2,1,1,0,0.7021,High
CUST-00439,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Two year,No,Credit card (automatic),59.61,867.26,-0.031,service_outage,0,13-24m,3.974,3,neutral,1,1.4,1,1,0,1,0,0,1,2,2,3,2,1,0.4267,Medium
CUST-00440,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,88.99,6.2,0.424,competitor_offer,1,0-12m,88.99,4,positive,1,4.1,1,1,0,1,0,1,1,0,2,1,3,2,0.924,High
CUST-00441,Male,1,No,No,27,Yes,No,Fiber optic,No,Yes,One year,No,Bank transfer (automatic),51.82,1407.29,0.1,none,0,25-48m,1.851,2,neutral,0,0.6,1,0,0,1,0,0,1,1,2,2,0,1,0.3771,Medium
CUST-00442,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,103.54,5088.04,0.268,speed_issues,0,49-72m,2.071,2,neutral,0,1.1,0,0,0,1,0,1,0,2,2,0,1,1,0.2268,Low
CUST-00443,Male,1,No,No,34,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),104.54,3587.9,0.645,billing_dispute,1,25-48m,2.987,2,positive,1,0.8,1,0,0,1,1,0,0,1,0,2,2,2,0.597,Medium
CUST-00444,Female,0,No,No,27,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),38.25,1045.65,0.168,contract_confusion,0,25-48m,1.366,3,neutral,0,0.0,0,0,0,1,1,0,1,2,1,2,1,1,0.2567,Low
CUST-00445,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,62.04,519.54,0.391,competitor_offer,0,0-12m,6.893,2,positive,1,3.1,0,1,0,1,0,0,1,1,2,0,3,2,0.8728,High
CUST-00446,Male,0,No,No,23,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,61.2,1448.88,0.164,service_outage,0,13-24m,2.55,2,neutral,1,3.4,1,0,0,0,0,1,1,0,2,0,2,1,0.7354,High
CUST-00447,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.0,3702.59,0.729,none,0,49-72m,0.937,3,positive,0,2.1,1,1,1,1,1,1,0,0,2,2,0,2,0.3523,Medium
CUST-00448,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,68.2,246.53,0.47,none,1,0-12m,17.05,2,positive,0,2.3,0,1,0,1,0,0,1,2,2,0,0,2,0.6596,High
CUST-00449,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,25.44,1405.02,-0.907,none,0,49-72m,0.454,2,negative,0,1.0,1,0,0,1,1,0,0,2,0,1,0,0,0.3457,Medium
CUST-00450,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,105.0,4245.54,0.355,speed_issues,0,25-48m,2.561,1,positive,0,1.5,0,0,1,1,0,0,0,0,0,1,1,2,0.6801,High
CUST-00451,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,46.99,3135.55,0.976,none,0,49-72m,0.701,3,positive,0,2.6,0,1,0,1,0,0,1,0,2,0,0,2,0.5222,Medium
CUST-00452,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,18.18,885.4,0.689,service_outage,0,25-48m,0.379,5,positive,1,3.4,0,1,1,1,1,1,1,0,2,0,2,2,0.5518,Medium
CUST-00453,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),86.51,4943.45,0.007,none,0,49-72m,1.492,3,neutral,0,0.6,0,1,0,1,0,1,1,2,2,3,0,1,0.1472,Low
CUST-00454,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,83.05,3202.31,0.512,billing_dispute,1,25-48m,2.129,2,positive,1,3.4,0,1,0,1,0,1,0,0,2,0,2,2,0.8719,High
CUST-00455,Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.32,2792.55,-0.153,service_outage,0,13-24m,4.653,1,neutral,1,2.8,1,0,0,0,1,0,0,0,0,0,2,1,0.572,Medium
CUST-00456,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,89.92,5309.39,0.122,none,0,49-72m,1.499,2,neutral,0,1.1,1,1,0,1,1,0,0,2,2,0,0,1,0.3759,Medium
CUST-00457,Female,0,No,Yes,46,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,51.27,2366.1,-0.086,service_outage,1,25-48m,1.091,1,neutral,1,2.8,0,0,1,1,0,0,0,0,1,0,2,1,0.7398,High
CUST-00458,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,113.26,6830.31,0.254,contract_confusion,0,49-72m,1.857,4,neutral,0,0.6,0,1,1,1,1,1,0,1,2,1,1,1,0.2932,Low
CUST-00459,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,54.53,1448.92,1.0,none,1,25-48m,2.02,2,positive,0,2.1,1,1,0,1,1,0,0,0,2,1,0,2,0.8459,High
CUST-00460,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,100.12,4152.15,-0.467,service_outage,1,25-48m,2.384,2,negative,1,3.3,1,1,0,1,0,0,0,0,0,1,2,0,0.9218,High
CUST-00461,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.57,2647.52,0.488,none,0,49-72m,0.992,2,positive,0,0.0,0,0,0,1,1,0,0,1,0,2,0,2,0.1454,Low
CUST-00462,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.87,1092.27,-0.084,none,0,25-48m,0.476,2,neutral,0,1.5,1,1,0,1,1,0,0,0,0,2,0,1,0.4622,Medium
CUST-00463,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,91.38,2866.26,-0.151,contract_confusion,0,25-48m,2.856,3,neutral,0,2.1,0,0,0,1,1,1,0,0,2,1,1,1,0.5498,Medium
CUST-00464,Male,0,No,No,23,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),53.02,1228.17,0.374,speed_issues,1,13-24m,2.209,2,positive,0,1.5,1,0,0,1,0,0,1,0,1,3,1,2,0.6791,High
CUST-00465,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,One year,No,Credit card (automatic),51.89,126.98,0.212,billing_dispute,0,0-12m,17.297,2,neutral,1,2.6,0,0,0,1,0,1,0,1,2,3,2,1,0.4113,Medium
CUST-00466,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,One year,Yes,Bank transfer (automatic),89.59,2330.11,0.337,none,0,25-48m,3.318,3,positive,0,0.0,1,1,1,1,1,0,1,1,1,2,0,2,0.4196,Medium
CUST-00467,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,50.2,1987.4,0.18,none,0,25-48m,1.255,1,neutral,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0.1804,Low
CUST-00468,Male,0,No,No,22,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,29.8,694.8,0.138,none,1,13-24m,1.296,1,neutral,0,2.1,1,0,0,1,0,0,0,0,2,1,0,1,0.845,High
CUST-00469,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.45,360.89,0.239,contract_confusion,0,0-12m,8.35,3,neutral,0,1.2,1,1,1,1,1,0,0,2,0,2,1,1,0.2212,Low
CUST-00470,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,100.38,3629.04,0.162,service_outage,1,25-48m,2.713,1,neutral,1,3.4,0,1,0,1,0,0,0,0,2,0,2,1,0.8666,High
CUST-00471,Male,0,No,No,6,Yes,No,DSL,No,No,One year,No,Electronic check,31.02,192.71,0.106,none,1,0-12m,4.431,1,neutral,0,1.7,1,0,0,1,0,0,0,1,1,0,0,1,0.845,High
CUST-00472,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),73.45,1573.23,0.223,speed_issues,1,13-24m,3.339,3,neutral,0,2.1,0,0,0,1,1,1,0,0,2,3,1,1,0.7832,High
CUST-00473,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.23,527.88,-0.0,contract_confusion,1,13-24m,1.837,4,neutral,0,1.5,1,1,0,1,1,1,1,0,1,2,1,1,0.6871,High
CUST-00474,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,22.92,453.88,0.792,contract_confusion,1,13-24m,1.206,3,positive,0,2.6,0,0,1,1,0,1,1,0,2,0,1,2,0.7541,High
CUST-00475,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,55.87,2171.58,-0.445,speed_issues,1,25-48m,1.433,4,negative,0,3.1,1,0,0,1,1,0,1,0,2,1,1,0,0.9138,High
CUST-00476,Female,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,83.79,2981.83,-0.372,billing_dispute,1,25-48m,2.328,2,negative,1,4.4,0,0,1,1,0,0,1,0,2,0,2,0,0.9172,High
CUST-00477,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,45.5,642.36,0.834,speed_issues,1,13-24m,3.033,3,positive,0,2.0,1,1,0,1,1,0,0,0,1,0,1,2,0.8982,High
CUST-00478,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,62.57,3907.0,0.486,none,0,49-72m,0.993,2,positive,0,0.0,0,0,0,1,0,0,0,2,0,1,0,2,0.0473,Low
CUST-00479,Male,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),67.13,1919.12,-0.3,billing_dispute,0,25-48m,2.315,2,neutral,1,1.4,1,1,0,0,1,1,0,2,2,2,2,1,0.4254,Medium
CUST-00480,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),102.13,6058.62,0.486,none,0,49-72m,1.702,3,positive,0,0.0,0,1,1,1,1,0,0,2,0,3,0,2,0.031,Low
CUST-00481,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,One year,Yes,Bank transfer (automatic),99.9,5539.35,-0.092,none,0,49-72m,1.784,3,neutral,0,0.0,0,1,0,1,1,1,0,1,1,2,0,1,0.1048,Low
CUST-00482,Female,1,No,No,39,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,18.23,733.06,0.366,none,1,25-48m,0.456,2,positive,0,2.0,0,0,0,1,0,0,0,0,1,0,0,2,0.8351,High
